GridSize
512
PressureSolver
CG
TotalTime
505.046
CycleIterations
10000
10000
10000
10000
10000
Residuals
8589.93
4294.97
3063.46
2088.28
1617.31
1287.48
1066.52
918.059
780.118
679.298
598.788
534.714
476.093
428.522
389.35
355.024
326.583
299.926
278.078
257.937
240.953
225.035
211.04
198.498
187.108
176.982
167.402
159.015
151.081
144.01
137.309
131.236
125.605
120.336
115.489
110.878
106.71
102.697
99.0033
95.4645
92.1964
89.111
86.178
83.419
80.7758
78.3323
75.9641
73.7479
71.6021
69.5923
67.6693
65.8326
64.0839
62.3974
60.8101
59.2661
57.8089
56.3918
55.0491
53.7497
52.5045
51.3095
50.1554
49.0545
47.9796
46.9578
45.9606
45.0109
44.0851
43.1942
42.3332
41.4999
40.6988
39.9165
39.1666
38.4327
37.7303
37.0424
36.3801
35.7356
35.1102
34.5054
33.9141
33.3447
32.7868
32.2493
31.7217
31.2128
30.715
30.2321
29.7621
29.3023
28.8577
28.4212
27.9991
27.5845
27.1829
26.789
26.4066
26.0323
25.6669
25.3115
24.9622
24.6238
24.2903
23.9669
23.6491
23.3396
23.036
22.7397
22.4498
22.1656
21.8889
21.6159
21.351
21.0897
20.835
20.585
20.3403
20.1004
19.8653
19.6351
19.4087
19.1881
18.9701
18.7578
18.5485
18.3436
18.1426
17.9451
17.7514
17.5611
17.3747
17.1908
17.0114
16.8339
16.6606
16.4898
16.322
16.1574
15.9952
15.8361
15.6794
15.5258
15.374
15.2257
15.0789
14.9351
14.7935
14.6539
14.517
14.3819
14.2492
14.1183
13.99
13.8628
13.7385
13.6155
13.4944
13.3756
13.258
13.1425
13.0286
12.9165
12.8057
12.6971
12.5894
12.4838
12.3795
12.2765
12.1754
12.0753
11.9768
11.8797
11.7839
11.6892
11.5963
11.5041
11.4135
11.3241
11.2356
11.1487
11.0626
10.9778
10.8941
10.8116
10.7298
10.6495
10.5699
10.4914
10.4141
10.3374
10.262
10.1874
10.1137
10.0409
9.96921
9.89805
9.82805
9.75882
9.6902
9.62283
9.55585
9.48989
9.42469
9.36021
9.29644
9.23361
9.17125
9.10974
9.04906
8.98873
8.92949
8.87065
8.81252
8.75514
8.69834
8.64208
8.58665
8.53166
8.47725
8.42369
8.37034
8.31787
8.26587
8.21434
8.16347
8.11316
8.06322
8.01399
7.96524
7.91682
7.86924
7.82183
7.77505
7.72881
7.68291
7.63754
7.59271
7.54818
7.50418
7.46072
7.41742
7.37487
7.33255
7.29064
7.24928
7.2082
7.16752
7.12735
7.08746
7.04792
7.00898
6.97011
6.93183
6.89388
6.85616
6.81895
6.78204
6.74539
6.70921
6.67333
6.63765
6.60255
6.56754
6.53293
6.49873
6.46467
6.43102
6.39771
6.36458
6.33181
6.29942
6.26709
6.23529
6.20365
6.17223
6.14126
6.1104
6.07984
6.04963
6.01959
5.98979
5.9604
5.93105
5.90209
5.87339
5.84478
5.81658
5.78855
5.7607
5.73318
5.70585
5.67865
5.65187
5.62514
5.59867
5.57252
5.54641
5.52063
5.49507
5.46961
5.44444
5.4195
5.39461
5.37009
5.34569
5.32141
5.29749
5.27361
5.24995
5.22655
5.20323
5.18011
5.15727
5.13445
5.11191
5.08956
5.06725
5.04526
5.02336
5.00159
4.98009
4.95868
4.93739
4.91639
4.89542
4.87462
4.85409
4.83354
4.81326
4.79313
4.77305
4.75321
4.73351
4.71386
4.69447
4.67517
4.65593
4.63699
4.61805
4.59927
4.5807
4.56216
4.54379
4.52561
4.50744
4.48947
4.47166
4.45384
4.4363
4.4188
4.40138
4.38419
4.36704
4.34999
4.33315
4.31632
4.29963
4.28314
4.26662
4.25031
4.23411
4.21793
4.20196
4.18605
4.1702
4.15455
4.13895
4.12341
4.10809
4.09275
4.07755
4.06251
4.04746
4.03257
4.0178
4.00304
3.98845
3.97395
3.95946
3.94518
3.93092
3.91672
3.90271
3.8887
3.87479
3.86103
3.84727
3.83363
3.82013
3.8066
3.79325
3.77997
3.76669
3.7536
3.74053
3.72752
3.71466
3.70182
3.68905
3.67643
3.6638
3.65128
3.63888
3.62645
3.61419
3.60198
3.58979
3.57774
3.56574
3.55376
3.54194
3.53012
3.51837
3.50676
3.49512
3.4836
3.47217
3.46074
3.44942
3.43818
3.42694
3.41583
3.40477
3.39371
3.38282
3.37191
3.36106
3.35034
3.33961
3.32896
3.31841
3.30784
3.29739
3.28701
3.2766
3.26635
3.25611
3.24589
3.23581
3.22572
3.21568
3.20576
3.19582
3.18596
3.1762
3.1664
3.15673
3.1471
3.13746
3.12796
3.11846
3.10899
3.09964
3.09029
3.08097
3.07177
3.06254
3.05339
3.04433
3.03523
3.02625
3.01731
3.00836
2.99952
2.99071
2.9819
2.97321
2.96451
2.95584
2.94729
2.9387
2.9302
2.92176
2.9133
2.90493
2.89661
2.88828
