GridSize
512
PressureSolver
SOR
TotalTime
542.818
CycleIterations
10000
10000
10000
10000
10000
Residuals
8589.93
2922.21
1577.28
982.878
663.17
478.075
363.443
287.881
235.616
198.01
170.002
148.495
131.542
117.874
106.641
97.2538
89.2987
82.4748
76.5597
71.3856
66.8237
62.7732
59.1545
55.9035
52.9682
50.3058
47.881
45.6641
43.6303
41.7584
40.0303
38.4306
36.9459
35.5645
34.2763
33.0726
31.9454
30.8879
29.894
28.9584
28.0761
27.2429
26.4548
25.7085
25.0007
24.3287
23.6899
23.0819
22.5026
21.9501
21.4226
20.9185
20.4363
19.9747
19.5324
19.1082
18.7012
18.3102
17.9343
17.5729
17.2249
16.8898
16.5668
16.2554
15.9548
15.6647
15.3844
15.1134
14.8514
14.5979
14.3525
14.1148
13.8845
13.6612
13.4447
13.2346
13.0306
12.8326
12.6402
12.4533
12.2716
12.0948
11.9229
11.7555
11.5926
11.4339
11.2793
11.1287
10.9819
10.8387
10.6991
10.5628
10.4299
10.3001
10.1733
10.0495
9.9286
9.81042
9.6949
9.58196
9.47151
9.36348
9.25779
9.15436
9.05312
8.95401
8.85696
8.76191
8.6688
8.57757
8.48816
8.40052
8.31461
8.23037
8.14775
8.06672
7.98721
7.9092
7.83264
7.7575
7.68372
7.61129
7.54016
7.47029
7.40166
7.33424
7.26798
7.20287
7.13887
7.07596
7.01411
6.95329
6.89348
6.83465
6.77678
6.71985
6.66384
6.60871
6.55446
6.50106
6.4485
6.39675
6.34579
6.29561
6.24619
6.19751
6.14956
6.10233
6.05578
6.00992
5.96472
5.92018
5.87627
5.83299
5.79032
5.74825
5.70677
5.66586
5.62551
5.58571
5.54646
5.50773
5.46953
5.43183
5.39464
5.35793
5.3217
5.28594
5.25065
5.21581
5.18141
5.14745
5.11392
5.0808
5.0481
5.01581
4.98391
4.95241
4.92128
4.89054
4.86016
4.83015
4.80049
4.77118
4.74222
4.7136
4.68531
4.65735
4.62971
4.60238
4.57537
4.54866
4.52225
4.49614
4.47032
4.44478
4.41953
4.39455
4.36985
4.34541
4.32124
4.29733
4.27367
4.25026
4.2271
4.20419
4.18151
4.15907
4.13687
4.11489
4.09314
4.07161
4.0503
4.0292
4.00832
3.98764
3.96718
3.94691
3.92685
3.90698
3.8873
3.86782
3.84853
3.82942
3.8105
3.79176
3.77319
3.75481
3.73659
3.71855
3.70067
3.68296
3.66542
3.64803
3.63081
3.61374
3.59683
3.58007
3.56347
3.54701
3.5307
3.51454
3.49851
3.48263
3.46689
3.45129
3.43582
3.42049
3.40529
3.39022
3.37528
3.36047
3.34579
3.33122
3.31679
3.30247
3.28827
3.27419
3.26023
3.24638
3.23265
3.21903
3.20552
3.19212
3.17883
3.16565
3.15257
3.1396
3.12673
3.11397
3.1013
3.08874
3.07627
3.0639
3.05163
3.03945
3.02737
3.01538
3.00349
2.99168
2.97996
2.96834
2.9568
2.94535
2.93398
2.9227
2.91151
2.9004
2.88937
2.87842
2.86755
2.85676
2.84605
2.83542
2.82487
2.81439
2.80399
2.79366
2.78341
2.77323
2.76312
2.75308
2.74312
2.73322
2.7234
2.71364
2.70395
2.69433
2.68477
2.67528
2.66586
2.6565
2.6472
2.63797
2.6288
2.61969
2.61065
2.60166
2.59274
2.58387
2.57506
2.56631
2.55762
2.54899
2.54041
2.53189
2.52343
2.51502
2.50666
2.49836
2.49011
2.48192
2.47378
2.46569
2.45765
2.44966
2.44173
2.43384
2.426
2.41821
2.41047
2.40278
2.39514
2.38754
2.37999
2.37249
2.36504
2.35762
2.35026
2.34294
2.33566
2.32843
2.32124
2.3141
2.30699
2.29993
2.29292
2.28594
2.279
2.27211
2.26526
2.25844
2.25167
2.24494
2.23824
2.23159
2.22497
2.21839
2.21185
2.20535
2.19889
2.19246
2.18607
2.17971
2.17339
2.16711
2.16086
2.15465
2.14847
2.14232
2.13621
2.13014
2.1241
2.11809
2.11211
2.10617
2.10026
2.09438
2.08854
2.08273
2.07694
2.07119
2.06547
2.05979
2.05413
2.0485
2.0429
2.03734
2.0318
2.02629
2.02081
2.01536
2.00994
2.00454
1.99918
1.99384
1.98853
1.98325
1.978
1.97277
1.96757
1.9624
1.95725
1.95213
1.94703
1.94197
1.93692
1.93191
1.92691
1.92195
1.91701
1.91209
1.9072
1.90233
1.89749
1.89267
1.88787
1.8831
1.87835
1.87363
1.86893
1.86425
1.8596
1.85496
1.85035
1.84576
1.8412
1.83666
1.83213
1.82763
1.82316
1.8187
1.81426
1.80985
1.80546
1.80109
1.79673
1.7924
1.78809
1.7838
1.77953
1.77528
1.77105
1.76684
1.76265
1.75848
1.75432
1.75019
1.74608
1.74198
1.7379
1.73385
1.72981
1.72579
1.72178
1.7178
1.71383
1.70988
1.70595
1.70204
1.69815
1.69427
1.69041
